rating,tanggal,ulasan,sentimen,,label
4,7 tahun lalu,"(+ tempat belanja kebutuhan sehari2 yg lengkap dari ujung rambut sampai D394 dari pakaian sampai perabot rumah tangga
+ ada juga lapak kuliner di bagian depan
+ parkiran luas, gratis, ada pepohonan rindang sehingga tidak panas 👍
+ harga relatif murah, walaupun kadang ada beberapa produk di tempat sebelah lebih murah
+ lorong antara rak barang/produk luas
+ ada masjid
+ ada tempat bermain untuk anak2
+ suasana islami
- hawa udara di dalam kurang sejuk, saya agak kegerahan
- pilihan merek terbatas",positif,,2
5,Diedit 7 tahun lalu,tempat parkir luas dan gratis mantap. suasanan berbelanja pun enak ndak begitu sremawut tapi kalu pas rame ya begitulah. tempat bermain juga lumayan menghibur untuk refresing anak2 sudah cukuplah.....,positif,,2
5,7 tahun lalu,"Parkir sangat luar biasa luas & Gratis.
Banyak shelter makanan.
Banyak digelar event.
Memiliki masjid yg sangat besar,bersih,& nyaman.",positif,,2
5,4 tahun lalu,"Alhamdulillaah... Tempat belanja modern yg sangat Islami. Ada masjid, halal food dll. Cuma sayangnya akses ke masjid dari mall tdk ada atap jd kalau hujan ya kehujanan. Bagi pengelola tolong ya dikasih atap dr mall ke masjidnya. Terima kasih n Jazakumullohu khoiron katsiron.",positif,,2
5,Diedit 5 tahun lalu,"Menarik banyak tempat refreshingnya, cuman sebagai Hypermarket Muslim kurang berkahnya kalau tidak ada spanduk 8 ajaran berdagang ala Rasullulloh saw di luar dan di dalam Hypermarket dan dipatuhi semua pedagang. Semoga management cepat menanggapi pentingnya dan jadikan suatu gerakan pilar-pilar Islam dalam prinsip berdagang. Terima kasih.",netral,,1
5,6 tahun lalu,"salah satu swalayan yg mengusung suasana islami,dng tmpat yg luas dan nyaman untuk berbelanja bersama keluarga,,dsna ad jga fasilitas masjid yg cukup besar darea dpan swalayan,,co2k untuk rest area karna letaknya yg ad dpggir jalan raya solo-kartosuro,,,manstab",positif,,2
5,6 tahun lalu,Paling nyaman untuk belanja...aman jika bawa anak kecil. Harga muraahh...banyak diskon utk hari2 special. Yang paling keren...suara adzan terdengar d dalam market..masjid pun dekat dan nyaman 😍,positif,,2
5,7 tahun lalu,"Pusat perbelanjaan di daerah Sukoharjo,tempatnya luas.di luar bagian depan ada semacam bursa mobil,di depan pintu masuk ada bbrp penjual makanan,di sebelah barat ada food court dan masjid yg cukup besar.begitu masuk ada bbrp stand penjual pakaian, supermarket agak masuk ke dalam.dgn bagian Frozen ada di ujung blkg.di dpn sblh kanan ada wahana bermain.di blkg Goro assalam sekarang ada wahana berkuda",positif,,2
5,6 tahun lalu,"Assalam hypermarket tempatnya sangat nyaman dan luas.tempat parkirnya ok.anda dapat menemukan aneka kebutuhan sehari hari disini.anda juga dapat bermain sepuasnya dengan anak anak anda karena disediakan tempat khusus untuk bermain anak anda. Bila lapar, anda tak perlu khawatir..aneka macam masakan sudah tersedia dan anda tinggal pilih mau makan apa",positif,,2
5,7 tahun lalu,"Hypermart lengkap Dan harganya pun myrah2 dibanding dengan hypermart sejenis ... Ada tempat bermain utk anak2nya jg,,jd anak bisa bermain ditemani papanya sedangkan mamanya bisa belanja dengan tenang ... Tp memang tempatnya tdk sebagus dan senyaman mall lainnya,,parkiran cukup luas utk tempat makan jg Tidak banyak pilihan",netral,,1
5,6 tahun lalu,"MasyaAllah,
Tempat berbelanja kebutuhan rumah tangga, alat tulis, reparasi, dan lain-lain dengan harga yang cukup terjangkau.
Tersedia juga masjid, rumah makan, area bermain, toilet, tempat parkir.

semoga berkah",positif,,2
5,8 tahun lalu,Tempatnya luas..  Ada food garden kalo lapar habis belanja tinggal pilih mau makan apa..  Yg pasti halal disini..  Disini juga sering ada pameran..  Trs yg penting nih...  Disini nih parkir nya gratis..,positif,,2
4,8 tahun lalu,"Assalaam Hypermarket salah satu supermarket (dulunya Goro) tempat berbelanja kebutuhan / keperluan sehari hari, terlengkap sangat komplit dari pakaian hingga perlengkapan rumah tangga, harga lumayan murah dan tempatnya  sangat strategis tepat di jalur luar kota menuju Semarang maupun Yogyakarta, ada tempat bermain anak, tempat parkir luas dan gratis.",positif,,2
5,8 tahun lalu,Mesjidnya besar dan cukup luas. Ke sini biasanya pas Islamic Book Fair dan pameran-pameran sejenisnya. Arena bermain bagus ada trampolinnya.,positif,,2
4,4 tahun lalu,"Swalayannya besar eh iya kan namanya aja ada Hypermartnya hehehe...

Lengkap isinya... Ada bbrp promo.. banyak tmpt makan dan bnyk kebutuhan yg lain...

Punya pengalaman disini cari parkir motor kesusahan padahal ada tanda cuma ga perhatikan sampe tanya orang hehhe...",positif,,2
5,7 tahun lalu,Ada beberapa item yg lbih murah di bandingkan dgan yg laen,positif,,2
5,2 tahun lalu,"Tempat luas, barang komplit, harga terjangkau,recomended untuk berbelanja bulanan :)",positif,,2
4,5 tahun lalu,Parkir luas dan gratis. Banyak produk muslim. Masjid besar dan nyaman. Banyak jajanan dan sering ada pameran buku dan produk muslim. Tempat bersih dan nyaman.,positif,,2
5,7 tahun lalu,"Tempat belanja yg sangat terjangkau. Berbagai macam kebutuhan ada. Sy biasanya cari bahan yg cukup sulit disini, spt telur ikan, otak sapi, dll. Harga cukup terjangkau. Lokasi jg cukup strategis",positif,,2
5,4 tahun lalu,"Selalu kangen... Ke GORO assalam... Karena, tempat strategis, belanja kebutuhan sehari2 lengkap, shelter makanan juga enak dan lengkap harga terjangkau... Dan pastinya masjid nya... Di area yg sama .. So belanja makan maen tapi sholat tetap terjaga.. Recomended banget. 💜",positif,,2
5,8 tahun lalu,"Tempat belanja favorit
Parkir luas
Harga terjangkau
Akses sangat mudah
Ada masjid besar dan indah
Banyak jual makanan
Diingatkan waktu adzan
Ada tempat wahana bermain anak",positif,,2
5,3 tahun lalu,"Masyaallah belanja disini lengkap, pelayanan oke, parkir luas, yang terpenting kejujurannya luar biasa kembalian 100 200 rupiah pun dikembalikan salut",positif,,2
4,4 tahun lalu,"Tempatnya nyaman. Masjidnya luas, food court juga lengkap menunya. Kamar mandinya bersih. Kadang ada event pameran juga 😊👍",positif,,2
3,7 tahun lalu,"Mall bernuansa muslim berlokasi didaerah pabelan kartosuro dipinggir jalan raya kartosuro - solo, dekat dengan kampus ums juga transmart. Hanya tersedia mart lumayan Komplit juga beberapa counter busana. Tersedia juga arena permainan anak. Sering dipakai pameran buku muslim. Disebelah luar tersedia food counter yg cocok dipakai buat santai. Di halaman depan dipakai buat jasa jual beli mobkas. Tersedia masjid, toilet dan parkir yg memadai",positif,,2
5,5 tahun lalu,"Tempat belanja nyaman dan parkir luas. Lengkap dengan tempat ibadah yang representatif.
Sholat jum'at nggak kawatir ketinggalan karena adzan dikumandangkan sampai ke dalam Mall.",positif,,2
5,4 tahun lalu,"Tempatnya bersih,rapi, food court nya oke, tempat berkuda juga ada, buah-buahnya selalu fresh, novel dan baju-baju juga ada, karyawannya patuh prokes juga",positif,,2
4,8 tahun lalu,Lengkap. Harga bersaing. Ada foodcourt & tempat main anak. Masjidnya nyaman & kmd nya bersih. Klo di teras masjid ada atapnya saya kasih bintang 5,positif,,2
5,7 tahun lalu,"Tempat belanja yg nyaman dan lengkap , tempat parkir luas, ada masjid yg besar disampingnya shg tdk keburu kalo saatnya sholat, ada jajanan jajanan ringan diarea depan dan samping",positif,,2
5,7 tahun lalu,"Tempatnya belanja luas....buah2 segar...ikan segar
T4 bermain ada 2...diluar hypermarket atau di dlmnya....
Tempat solat luas...
Tempat mkn jga ada...cemilan di dpn bnyk bgt...
Kl hari ini ada bazar...",positif,,2
5,5 tahun lalu,Grosir dan tempat belanja yang lumayan murah jadi recommended... Dan juga banyak toko2 baju yang fashionable... Untuk ikhwan dan akhwat... Ada juga penjualan bermacam2 qur'an... Bahkan alat2 olahragapun ada...,positif,,2
5,5 tahun lalu,"Tempat belanja yang aman,nyaman, komplit mudah dicari barang yang dibutuhkan karena tertata rapi dan ada petunjuk nya, pelayanan memuaskan,lokasi pinggir jalan raya solo Semarang",positif,,2
5,Diedit 4 tahun lalu,Nyaman ajah... suka tempatnya komplit,positif,,2
4,4 tahun lalu,tempat nyaman untuk berbelanja kebutuhan bulanan,positif,,2
5,7 tahun lalu,"Tempatnya luas, palung suka kalo kesini nyari sayur segar buah2 sama jajanan klo pas ada acara book fair",positif,,2
5,8 tahun lalu,"Tempat belanja yang dilengkapi food court dengan berbagai pilihan makanan, berbagai snack dan minuman yang dijual pun ada, masjid yang luas, area parkir yang luas, rest area yang memadai, tempat bermain funcity dan kids fun untuk anak tersedia,  swalayan yang terbilang komplit, serta ATM corner yang dapat digunakan untuk mengambil uang tunai.",positif,,2
5,6 tahun lalu,Lengkap kit detailer premium dll.,positif,,2
5,4 tahun lalu,"Tempat belanja segala macam keperluan rumah tangga dari makanan, perabotan sampai otomotif, dilengkapi fasilitas ibadah masjid nan megah dan bersih membuat ketenangan anda dalam beribadah dan berbelanja",positif,,2
5,7 tahun lalu,"Lumayan lengkap, tempat besar, harga lebih murah drpd di supermarket pinggir jalan, terdapat ruko-ruko busana muslim dan makanan, ada masjid, salon, wahana permainan",positif,,2
5,7 tahun lalu,"Tempat belanja yang nyaman. Barang- barangnya cukup lengkap. Rame banget kalo pas ada pameran, karena EO nya pameran kreatif. Ada talkshow kewirausahaan, talkshow muslimah, ada lomba anak- anak juga.",positif,,2
5,5 tahun lalu,Masjidnya luas dekat perbelanjaan orang jual makanan juga banyak. Masjidnya cocok sekali buat yang lagi perjalanan dan bingung mau singgah di mana,positif,,2
5,7 tahun lalu,"Supermarket yg agak konvensional dalam tata ruangnya.produknya komplit , cuman kurang menarik penataannya. Karyawan ramah2. Parkir sepeda motor gratis. Harga relatif lebih mahal dibanding Luwes grup",netral,,1
5,4 tahun lalu,Langganan bulanan disini. Untuk harga sembako makanan minuman buah lauk pauk murah lah. Tp jangan sekali kali beli peralatan rumah dan instalasi rumah harganya diatas rata rata,netral,,1
4,7 tahun lalu,"Belanjaan lumayan murah, foodcourt banyak banget ada masjid besar banget u ukuran pusat belanja, ada berkuda n memanah parkir gratis selama apapun",positif,,2
5,4 tahun lalu,"Tempat belanja nyaman & harga bersahabat. Parkir luas dan gratis 😁 dekat dengan masjid, jadi mudah cari tempat sholat.",positif,,2
5,4 tahun lalu,Fasilitas pajak kendaraan bermotor setiap hari Sabtu mulai jam 09.00 di area parkir roda 2. Antrian sudah buka jam 08.00,netral,,1
4,5 tahun lalu,"Area belanjanya luas, produk beragam, harga bersaing, dan yang paling penting adalah jumlah kasir yang memadai terutama di saat-saat ramai seperti menjelang Idul Fitri.",positif,,2
1,3 tahun lalu,"Semoga ada petugas assalam hypermarket yg mengingatkan orang2 kek gini , udah tau itu jalan umum , kalau mau nongkrong jangan disitu! Banyak orang yg jadi susah lewat , terutama yg lewat pake troli",negatif,,0
5,6 tahun lalu,"Tempat luas dan cocok buat liburan apalagi di goro assalam ada permainan(harus beli koin untuk bisa main permainan) dan tempat berbelanja seperi makanan ringan, minuman, lauk, dan jajanan. Dsb",positif,,2
5,6 tahun lalu,Lengkap dan harga relatif murah dengan pelayanan yf baik dan temoat parkir yg luas untuk kaum muslim bisa sholat di masjid di area tersebut yg yg bersih dan nyaman,positif,,2
5,Diedit 3 tahun lalu,Semoga lbih banyak promonya,netral,,1
5,Diedit 6 tahun lalu,"Tempat belanja yang sangat lengkap...
Di lengkapi masjid yang cukup besar di dekat pintu masuk...
Saat waktu sholat tiba, Bahkan suara adzanpun terdengar sampai ke dalam, jadi saat berbelanja tidak perlu khawatir kita bakal kelupaan waktu sholat...",positif,,2
5,Diedit 7 tahun lalu,"Well, salah 1 supermarket yang wajib dikunjungi oleh sesama muslim
Bukan berarti yang non ga boleh ke sini ya hehe.

Parkir gratis. Pelayanan bagus.

Sering ada promo. Jadi jangan sampai ketinggalan belanja klo ada promo super murah gituh.",positif,,2
5,4 tahun lalu,"Startegis, lengkap, terjangkau. Banyak jajanan di depan lobby.
Ada masjid yg nyaman, cocok untuk beristirahat sejenak saat perjalanan",positif,,2
5,5 tahun lalu,"Tempat luas, parkir luas, kalo laper... Ada foodcourt yg byk pilihan. Dan lg ada masjid yg nyaman tuk ibadah",positif,,2
5,Diedit 6 tahun lalu,"Tempat belanja yang luass, semua kebutuhan adaa. Harganya juga enggak mahal, kassanya banyak jadi gaperlu antri lama. Parkirannya juga luas bangett dan ga bayar parkir loh",positif,,2
5,4 tahun lalu,"Tempat belanja yang nyaman, aman, harga murah dan bersaing, komplit segala kebutuhan banyak promo tiap hari parkir luas",positif,,2
5,4 tahun lalu,"Luasss, nyaman kalo bawa anak!! banyak promo dan ada undiannya tiap tahun.. semoga dapet undian mobil tahun ini.. aamiin 😁😁",positif,,2
5,7 tahun lalu,Belanja mari belanja dan nikmati food garden hanya di assalaam hypermart,positif,,2
5,7 tahun lalu,Murah meriah tapi ngga murahan.. Pelayannya ramah tamah..,positif,,2
4,4 tahun lalu,Salah satu hypermarket yg cocok untuk memenuhi berbagai kebutuhan rumah tangga. Terdapat Beragam baju muslim dengan kualitas yg bagus👍 di lengkapi dg fasilitas yg memadai.,positif,,2
1,2 tahun lalu,"Ah bodo lah manajemen nya, mau makan soto aja jalannya jauhhhhhhhhhh parkir segala dipindah",negatif,,0
1,4 tahun lalu,"Mohon kebijakanya dalam jual minyak subsidi jgn dipersulit,msak harus diwajibkan beli margarin 2pcs setiap pembelian minyak??kami ingin beli sesuai kebutuhan aja jgn dipaksa beli yg g dibutuhkan,dalam ajaran islam pun tidak diperbolehkan.makasih",negatif,,0
5,4 tahun lalu,"Parkir gratis & ada showroom mobilnya, jadi kalau nganter istri belanja bisa liat2 mobil. Meskipun gak beli 🤣🤣🤣",positif,,2
3,7 tahun lalu,"Kita bisa bermain dan berbelanja jika ingin ke masjid juga ada dan juga bisa bermain di kid fun, scooter, berkuda tempat berkuda didekat parkir motor / dekat pintu belakang dan bisa menggunakan kartu pas untuk berbelanja di assalam hypermarket",positif,,2
5,8 tahun lalu,"Satu satunya Hypermarket dengan masjid yang nyaman dan layak di kota solo..kita bisa menghabiskan banyak waktu untuk berbelanja, bersantai, kuliner, dan bermain bersama keluarga tanpa tertinggal sholat berjamaah dimasjid.",positif,,2
3,5 tahun lalu,saya suka krn tempatnya luas dan alat2 rmh tangga yg jrg di store lain ada dsini.. buah .. sayur.. daging fresh.. tempat pameran jg ada..parkir lega n free lg..😊 menyenangkan bukan.. ayo ramein goro assalam lg..,positif,,2
4,4 tahun lalu,Suka aja karena nggak terlalu padat jadi bisa leluasa blanjanya. Penataan msh sama... Need something woww buat menarik minat pelanggan... 💜 💜 💜 Tetap semangat dan sukses ya,positif,,2
5,5 tahun lalu,"Jajanan banyak, parkir luaaasssss, gratiiisss pulaaa. Masjid sangat sangat nyaman untuk ukuran masjid pinggir jalan raya. Suka belanja disini, membangun keekonomian ummat 🙂",positif,,2
5,Diedit 4 tahun lalu,"toko assalam termasuk hypermarket yang komplit untuk perbelanjaan mulai dari kebutuhan rumah tangga hingga pertukangan, terdapat promo disetiap produk baru dan setiap mamber tetap akan mendapatkan point yang dapat dikumpulkan untuk hadiah undian diakhir tahun.
pusat perbelajaan yang tepat dan harga bersahabat
suka belanja disini karena tempatnya teratur dan bersih
terus pertahankan kualiatas pelayanan offline maupun onlinenya
mantapss 👍👍",positif,,2
4,7 tahun lalu,"Recomended buat beli perlengkapan ukhti2 dan akhi2, iyaa kalo di bazarnya murah2 tapi kalo di hypermarketnya harganya miring tapi yaa itu ada yg mahal. tempatnyaa luas lengkap dengan fasilitas umum. tapi panass",positif,,2
5,4 tahun lalu,"Tempat belanja bulanan dengan harga sangat terjangkau, selama kuliah di UMS selalu belanja di sana, parkiran motor dan mobil sangat luas, ada masjid juga.",positif,,2
5,Diedit 4 tahun lalu,"Tempat belanja komplit. Luas. Ngga desak² an meski rame. Masjid tersedia, nyaman pula tempatnya. Jajanan buanyakkk bgt.",positif,,2
5,7 tahun lalu,"Top ini mah, tempat nyaman, komplit, parkiran luas, masjid besar dan nyaman jd gk khawatir waktu belanja.....rutin ada pameran buku islam...👍",positif,,2
4,7 tahun lalu,"Supermarketnya kurang lengkap dan minim promo potongan harga. Tapi ada counter khusus peralatan pertukangan yang lumayan lengkap.
Parkirannya sangat luas, dan ada pusat jual beli mobil second-nya.",netral,,1
5,5 tahun lalu,"Harga terjangkau, bersih
Fasilitas : toilet, masjid, halaman parkir luas dan gratis, foodcourt, arena bermain anak, pacuan kuda",positif,,2
1,setahun lalu,"Berangkat ke assalam pulang2 wassalam hilang sepatuku di cantelan motor, sebelumnya temenku juga hilang belanjaannya sebelumnya tapi ketemu",negatif,,0
4,Diedit 7 tahun lalu,"kesini nya xlo ada momen book fair, bsa liat2 sambil belanja. nyaman belanja dsini ketimbang supermarket lain. parkir gratis, t4 luas",positif,,2
5,7 tahun lalu,"Assalaam hypermarket cocok digunakan untuk kulakan pedagang karena dengan harga yang murah dan jika memiliki kartu member bisa mendapatkan harga yang lebih murah lagi.
Fasilitas yang dimiliki cukup lengkap yaitu terdapat masjid ,foodcourt,parkir yang luas,showroom mobil,dll",positif,,2
5,Diedit 4 tahun lalu,"Toserba yg lengkap dan islami, parkir luas, mesjid nyaman, ada foodcourt, ada fresh food, parkir gratis, ada atm dll...nyaman dan harga terjangkau, banyak promo",positif,,2
4,7 tahun lalu,"Parkir luas, ada masjid...
Musik area kantin bisa d pelankan volume nya",positif,,2
4,7 tahun lalu,Cocok buat belanja kebutuhan rumah tangga sebulan..harga banyak yang paling murah..parkir luas gratis lagi..dan ada masjid nya yang megah 👍,positif,,2
5,Diedit 7 tahun lalu,selalu belanja bulanan di sini...parkir luas..tempat luas..bawa anak kecil aman..masjid besar jd kalau blm sholat g khawatir dan bingung nyari tempt sholat..belasan tahun mjd custumer setia di sini,positif,,2
4,7 tahun lalu,"Tempat yg cocok bg anda yg ingin br belanja karena lengkap ada tmpt makanan,  mebel tempat games dan memiliki masjid sendiri,  sehingga jika ingin sholat tidak perlu cari jauh2 diluar komplex",positif,,2
5,4 tahun lalu,Tempat langganan buat belanja bulanan dengan tempat yang sangat luas untuk tempat belanjanya. Rekomendasi tempat beli buah dan sayur segar karena harga yang relatif murah apalagi saat promo.,positif,,2
5,9 tahun lalu,"Supermarket bertema Islami yang lengkap, murah, dengan pelayanan yang ramah. Parkir luas dan gratis. Foodcourt dengan berbagai variasi makanan. Selalu diadakan Muslim Fair 4X dalam setahun.",positif,,2
5,5 tahun lalu,"Dulu sering ke sini kalau ada islamic book fair. Ternyata setelah 8 tahun berlalu, tempat ini masih menyediakan pojok buku yang ada diskonnya.",positif,,2
5,7 tahun lalu,"Tempatnya luas & tdk begitu ramai. Jd tdk perlu antri panjang di kasir.. mama belanja, anak bisa menikmati aneka permainan di wahana permainan",positif,,2
5,5 tahun lalu,"Selalu nyaman klo belanja disini. Santai, ada semua dan bersih.
Kedepannya, pelayanan mdh2an bisa ditingkatkan lg utk kebaikannya 😍",positif,,2
4,7 tahun lalu,Tempat Parkir Luas & Masjid'nya Nyaman serta tempat perbelanjaan yg ada Lobi mobil (naik/turun penumpang yg Teduh),positif,,2
5,7 tahun lalu,Sangat direkomendasikan belanja d sini.. harganya lebih murah dgn toko lain.. parkir jg luas slot parkirnya banyak.. makanan di foodcout jg enak2.. counter2 d depan pun lengkap.. ada masjidnya pula kl pas adzan bs sekalian sholat d situ.. ada kidsfun nya jg.. komplit..,positif,,2
4,Diedit 4 tahun lalu,"Supermarket yang nyaman untuk berbelanja juga ada masjid besar jadi bisa shopping terus langsung Sholat,harga juga terjangkau,ada food courty buat yang mau berburu jajanan",positif,,2
4,6 tahun lalu,Tempat nyaman untuk berbelanja kebutuhan sehari-hari maupun kulakukan untuk dijual lagi. Rata-rata harga terjangkau dengan kualitas pelayanan cukup baik.,positif,,2
5,5 bulan lalu,Supermarket andalan waktu Penjengukan,positif,,2
5,3 tahun lalu,"Fasilitas di Assalam Hypermarket.
1. Masjid
2. Market yg cukup lengkap
3. Foodcourt
4. Parkir Gratis
5. Ada stand tenant Baju muslim dan buku

Tempat adem dan nyaman.",positif,,2
4,Diedit 6 tahun lalu,Tempat aman utk ajak belanja anak dan keluarga. Ada tempat bermain anak. Kalo belanja selesaikan sebelum adzan terutama maghrib biar tidak terjebak antrian panjang.,positif,,2
4,6 tahun lalu,"ini kalo pas lagi pameran banyak banget jilbab, gamis, buku dan herbal² jadi bisa bandingin harga, kalo untuk hypermartnya lumayan lengkap dan murah",positif,,2
5,Diedit 8 tahun lalu,"Tempat belanja komplit, sering ada pameran mobil, buku, dan busana muslim. Food courtnya banyak. Parkiran luas. Masjidnya gede.",positif,,2
5,Diedit 3 tahun lalu,"Sallah satu pilihan tempat belanja kebutuhan sehari² komplit.
luas tempatnya.
Parkir luas.
Masjid luas.

Ada food court",positif,,2
5,6 tahun lalu,"Harga terjangkau, tidak menaikan harga semaunya. Ruangan dingin, pelayanan bagus dan ramah, nuansa islaminya terasa, dan mnurut saya yg pasti jelas khalalnya.",positif,,2
5,2 tahun lalu,"Tempatnya sudah banyak yang berubah makin bagus saja.
Disini bisa cari barang dengan harga normal.",positif,,2
5,4 tahun lalu,"Sering ada bazar fashion dan buku muslim tiap beberapa bulan sekali,.. kalo kesana berasa pengen tobat",positif,,2
5,4 tahun lalu,"Tempat vaforit untuk shoping. Parkir luas, ada tempat kuliner juga. Cucu saya senang kalo diajak belanja bisa bermain di loby depan.",positif,,2
4,6 tahun lalu,"Tempat favorit utk mengajak anak anak main beraneka permainan.tempat belanja yg nyaman dg pelayanan kasir berhijab yg ramah,area parkir yg luas,food court yg menyediakan banyak menu makanan yg lezat dan halal,masjid yg besar dan bersih.dan banyaaak lagiih keseruan disana..yuukkzz ke Goro Assalam 😉😄",positif,,2
1,4 tahun lalu,"Hindari berbelanja pada pergantian waktu sholat, khususnya magrib, dan tanggal muda, tengah bulan, akhir bulan. Penumpukan di kasir. Dari 10 kasir hanya aktif 4-5",negatif,,0
5,6 tahun lalu,Tempat swalayan bernuansa islami yang menjual berbagai keperluan sehari2 terdapat masjid yg besar di samping selain itu tempat ini juga sering digunakan untuk pameran buku dan herbal,positif,,2
5,Diedit 6 tahun lalu,"Harga terjangkau, barang lengkap. Ada pelayanan pajak kendaraan keliling, sering ada pameran baju muslim dan buku. Sukak deh!",positif,,2
5,4 tahun lalu,"Tempat ini merupakan Moll segala kebutuhan rumahtangga, disekitarnya ada tempat parkir yg luas baik mobil maipun kendaraan, dan ada juga masjidnya. Manyap",positif,,2
2,2 tahun lalu,"Petugas Parkir kurang ramah, Tetapi tempat nyaman, Bersih kok",netral,,1
5,setahun lalu,"Produknya cukup lengkap dan harganya pun murah, tokonya luas tidak panas",positif,,2
5,7 tahun lalu,"Kasirnya banyak, antrian tdk perlu menunggu terlalu lama. Membayar dgn cc ataupun debit tdk kena charge. Nyaman utk berbelanja",positif,,2
4,Diedit 3 tahun lalu,"Supermarket yang ramah Islam.
Tempatnya luas, parkir gratis dan barangnya lumayan lengkap(ada sayur & buah segar). Diluar supermarket juga tersedia Masjid, Rumah Makan, dan Toilet",positif,,2
5,7 tahun lalu,"Hypermart yg pelayannya ok....dl pernah belanja buah...tp setelah dbayar brg tsb ketinggalan di kasir, namun kita sudah smp d rumah kita d telp...dkonfirmasi apakah membeli buah tsb, dan buah tsb akhirnya d antarkan sampai rumah kita...",positif,,2
4,5 tahun lalu,"Tempat yang luas, persediaan barang yg lengkap, harga yg terjangkau dan islami. Disini juga terdapat foodcourt, masjid yg megah dan sering dipakai untuk pameran dan bazar.",positif,,2
5,6 tahun lalu,Ada tempat bermain panahan dan menunggang kuda. Juga ada foodcourt yg harganya murah meriah tapi bersih dan rasanya tetap nikmat.,positif,,2
5,4 tahun lalu,"Tempatnya luas, pelayanan bagus, parkir aman n luas, bersih, sering n banyak promo, terjangkau ramah di kantong🤭🤭😊",positif,,2
4,7 tahun lalu,"Tempatnya sangat luas, lengkap untuk kebutuhan sehari-hari, harganya standart, untuk pelayanan lumayan ramah, parkirannya luas, tersedia juga masjid.",positif,,2
5,6 tahun lalu,"Tempat nyaman, luas, besar, beragam, selalu ada harga promo dan fasilitas masjid, kmr mnd, tempat makan, atm, toko buku dll komplit",positif,,2
5,4 tahun lalu,Hipermartnya sangat luas. harganya sangat murah. jadi cocok utk dijual lagi. apalagi kalo kita punya member pedangan. harga lebih murah lagi. pokoknya mantaaaf dech,positif,,2
5,7 bulan lalu,Dekat dan murah meriah,positif,,2
5,4 tahun lalu,"Nuansa islami, luas, jarak antar rak cukup sehingga mudah simpangan troly. Banyak aneka kuliner harga terjangkau wong cilik.",positif,,2
4,8 tahun lalu,"segalany nyaman ... tempatny nyaman sekali ... pelayananny cpt nd ramah ... harga terjangkau, bny diskon ... ada tempt kulineran ... ada tmpt ibadah ... masjd ... ada rest area ...",positif,,2
4,7 tahun lalu,"Harga Murah, parkir gratis dan luas, tidak terlalu rame jadi tidak Crowded, ada kids zone nya sehingga bs sambil nemenin anak main.",positif,,2
4,Diedit 6 tahun lalu,Parkir luas yaa.. ada kios makanan jg.. masjid jg ada.. tempat belanja jg luas tempat nya.. harga bersaing.. mantab buat belanja..,positif,,2
4,9 tahun lalu,"Tmpat belanjanya komplit,kalo ada promo harga lbih murah dari pasaran.ada tmpat mainan untuk anak dlm satu ruangan shingga mudah mengawasinya",positif,,2
5,2 tahun lalu,"langganan belanja disini tempatnya nyaman, murah, kasirnya juga cepat jd bikin ga antrii tp sayang BA kosmetik nya kurang ramah🙏🏻",positif,,2
5,4 tahun lalu,"Tempat belanja kebutuhan sehari2, tepat bersih, parkir lumayan luas, ada masjid besar...😍",positif,,2
2,5 tahun lalu,Sebenarnya ok sih cuma di shelter ini pada aji mumpung sih menurut saya mahal kecuali minuman hg standart,negatif,,0
4,4 tahun lalu,"Lengkap dan harga affordable, tersedia sayur dan buah2an segar juga, sering ada buah obral jadi murah tapi buah masih bagus",positif,,2
5,4 tahun lalu,"Luas, untuk harga yang dijual disini standart si menurutku... cuman kurang AC wkwk jadi kadang sering panas didalem",netral,,1
5,5 tahun lalu,"Di goro assalam ada Solo Berkuda. Disana saya bisa bermain bersama keponakan saya, menaiki kuda, harganya murah, dan mas2nya ramah.. kalau mau naik kuda disolo tempat ini recomended",positif,,2
4,6 tahun lalu,Tersedianya masjid yang besar dan alhamdulilah selalu ramai. Sering diadakan book fair dan islamic fair. Parkir gratis,positif,,2
5,4 tahun lalu,"Tempat belanja super lengkap, bukan hanya sembako tp ada juga sayur, ikan segar.
Apalagi kalau ada bazar, mau cari baju syar'i adaaa.....",positif,,2
5,7 tahun lalu,"lumayan lengkap.. tempat luas, parkir juga luas.. ada masjid nya.. banyak tenant yang jualan di luar.. harga di hypermarket lebih murah..",positif,,2
5,Diedit 7 tahun lalu,Supermarket terdekat kalo lagi butuh dadakan,netral,,1
5,6 tahun lalu,Paling demen kalo ada bookfair. Parkir luas buat mobil n motor. Masjid jossss. Halaman parkir masjid jg luas,positif,,2
5,11 bulan lalu,"Menyenangkan, parkir dan Masjid luas",positif,,2
5,7 tahun lalu,"Tempat luas,, nyaman,, nggak bosen walau cuman keliling",positif,,2
5,7 tahun lalu,Ada Nakamura Holistic Therapy,netral,,1
4,6 tahun lalu,Belanja disini nyaman banget...dekat masjid...ada banyak jajanan di luar..aneka macam jenisnya..ada barbershop...wah komplit deh...parkir juga nyaman,positif,,2
5,4 tahun lalu,"Tempat belanja yg luas,bersih dan lengkap. Dilengkapi dengan tempat parkir yg super luas. Di luar hypermart juga ada masjid besar yg megah dan nyaman.",positif,,2
5,7 tahun lalu,"Tempat nyaman, parkir gratis, barang fresh dan cukup lengkap, mulai dari frozen food maupun daging dan sayur fresh.. Harga pun terjangkau",positif,,2
