ulasan,final_text,sentimen,label
"*karena sdh dinotice sy update bintangnya*

Bismillah..
Mau cerita pengalaman yg kurang enak, semoga bisa menjadi perhatian pihak manajemen.
Suatu sore sy sdg grocery bulanan dg anak2 komplit, krna sy buru2 dan sy mau beli sandal anak sy langsung ke stand sandal milih ukuran nyoba size 29 ga cukup, disamping stand sandal ada kumpulan mbak2 spg (3/4 org sy lupa pastinya), dg sopan sy nanya mba maaf ini size 30 ada ga ya (karena sy sdg gendong bayi 8bulan dan ada anak sy yg lain yg kecl2 dan udah rewel sy bermaksud minta tolong mbak spg biar cepet) tanpa megang stand sandal2 dia bilang yg ready yg didisplay aja, sy lanjut bilang boleh model yg lain mba minta tolong dicarikan size 30. Mbaknya trus bilang sy bukan spg sandal spg sandalnya sdg ga ada, sy langsung bilang oh yaudah maaf sy cari sendiri aja, sambil gendong bayi sambil nundak nunduk pilih nyari size yg ada mbaknya cuma berdiri disamping. Ya Robb minim banget empati, sy sendiri ga tau ya dia digaji brand ato digaji goro, tp kan sy sdh dg cukup sopan minta tolong krna repot, minta tolongnya jg wajar banget boleh model apa aja asal size 30. Kok itu itungan  banget sih mbak kerjanya? 😭😭😭
Sy klo grocery digoro engga hbs seratus dua ratus, belanja jutaan mba anak sy 4 nek beli susu berkarton2 dan itu tiap 2minggu ssekali groceryny
Sebenernya mau tak pendem aja ceritanya langsung ganti tempat lain buat grocery,  tp aku sdh terlanjur syg sm goro.
Semoga ada perbaikan pelayanan
*Buat mbaknya ybs barangkali baca, pesan sy kerjalah dg tulus ikhlas krn rezeki itu bukan ttg gaji saja, klo mbaknya kerja tulus ikhlas all out ga perlu dipandang bos tp cari ridho Allah siap2 rezeki yg gadisangka2 datang bertubi2, tp klo kerjanya itungan ya siap2 yg Diatas bisa jadi itungan jg klo mau ngasih rezeki
*Maaf ga ada foto krna sy sdg repot dan ribet
Tapi sy berani bersaksi cerita ini jujur apa adanya
Semoga bisa dinotice pihak management

*karena sdh dinotice sy update bintangnya*",dinotice update bintang bismillah cerita alam enak moga perhati manajemen sore sdg grocery bulan anak komplit buru beli sandal anak langsung stand sandal milih ukur nyoba size samping stand sandal kumpul mbak spg org lupa pasti sopan nanya mba maaf size ya sdg gendong bayi anak kecl rewel tolong mbak spg cepet megang stand sandal bilang ready didisplay bilang model mba tolong cari size mbak trus bilang spg sandal spg sandal sdg langsung bilang oh yaudah maaf cari gendong bayi nundak nunduk pilih nyari size mbak diri samping ya robb minim empati tau ya gaji brand ato gaji goro sopan tolong repot tolong wajar model size itungan mbak kerja grocery digoro engga hbs ratus ratus belanja juta mba anak nek beli susu karton minggu ssekali groceryny sebenernya pendem cerita langsung ganti grocery lanjur syg goro moga baik layan mbak ybs barangkali baca pesan kerja tulus ikhlas rezeki gaji mbak kerja tulus ikhlas all out pandang bos cari ridho allah rezeki gadisangka tubi kerja itungan ya atas itungan ngasih rezeki maaf foto sdg repot ribet berani saksi cerita jujur moga dinotice management dinotice update bintang,negatif,0
"Sering sewa mainan mobil remote 10.000 dapat 15 menit, untuk anak.

Pameran buku, herbal dan properti syariah sangat bagus membuka wawasan.

Masjidnya nyaman sekali, wudhu dan toilet tidak antri.

Mie ayam di pojokan cukup mahal dengan kualitas low, @8.000.

Parkir gratis, ada sewa kuda ""Solo Berkuda"" @50.000 selama 20 menit.",sewa main mobil remote menit anak pamer buku herbal properti syariah bagus buka wawas masjid nyaman wudhu toilet antri mie ayam pojok mahal kualitas low parkir gratis sewa kuda solo kuda menit,positif,1
"Tempat berbelanja kebutuhan rumah recomended bagi teman2. Parkir luas tempat yg luas satu yg penting barang2 kebutuhan pun lengkap. Yang menarik adalah pameran buku yg diadakan secara terus menerus guna menunjang literasi teman2. Adapun pameran otomotif seperti mobil serta isi rumah untuk melengkapi isi dari rumah teman2. So, silahkan merapat ke Assalaam Hypermarket guys!!",belanja butuh rumah recomended teman parkir luas luas barang butuh lengkap tarik pamer buku ada terus tunjang literasi teman pamer otomotif mobil isi rumah lengkap isi rumah teman so silah rapat assalaam hypermarket guys,positif,1
"sangat memuaskan pelayanan ramah, tempat bersih dan rapi nyaman untuk berbelanja",muas layan ramah bersih rapi nyaman belanja,positif,1
"Assalaam Hypermarket menjual segala kebutuhan sehari-hari mulai dari sembako, peralatan rumah tangga, ATK, pakaian, dan buah-buahan.

Harganya murah, parkir gratis, tempat bersih, terdapat masjid yang besar, ATM centre, dan foodcourt yang luas. Sangat cocok berkumpul dengan keluarga, untuk rest area, dan one stop shopping.

Di dalam hypermarketnya juga terdapat wifi gratis.
Pegawainya juga ramah.

Saat hari ahad pagi sering ada kajian. Dan bulan-bulan tertentu juga ada bazaar dan pameran buku.",assalaam hypermarket jual butuh hari sembako alat rumah tangga atk pakai buah buah harga murah parkir gratis bersih masjid atm centre foodcourt luas cocok kumpul keluarga rest area one stop shopping hypermarketnya wifi gratis pegawai ramah ahad pagi kaji bazaar pamer buku,positif,1
Ini supermarketnya muslim. Parkir gratis. Toilet bersih. Pusat barang muslim. Banyak baju muslim. Ada tempat bermain anak. Ada pijat juga. Recommended muslim belanja di sini.,supermarket muslim parkir gratis toilet bersih pusat barang muslim baju muslim main anak pijat recommended muslim belanja,positif,1
"Harga terjangkau, produknya lengkap, dan area toko sangat nyaman untuk berbelanja",harga jangkau produk lengkap area toko nyaman belanja,positif,1
"Tempat belanja keluarga muslim. Tempatnya luas n Lumayan lengkap. Ada wahana bermain anak2, tempat makan yg bervariasi. Juga biasa diadakan Bazar Ramadhan n Islamic Book Fair. Parkir luas, motor gratis, mobil kurang tahu.",belanja keluarga muslim tempat luas lumayan lengkap wahana main anak makan variasi ada bazar ramadhan islamic book fair parkir luas motor gratis mobil,positif,1
"Suka kesini buat jajan makanan di kost, harga terjangkau dan banyak pilihannya",suka kesini jajan makan kost harga jangkau pilih,positif,1
Belanja disini nyaman karna ada fasilitas masjid yang bersih dan parkiran luas,belanja nyaman fasilitas masjid bersih parkir luas,positif,1
"Sering belanja kesini,
Tempat nya nyaman luas, lengkap barangnya, harga bersaing",belanja kesini nyaman luas lengkap barang harga saing,positif,1
"Saya cukup sering menjumpai petugas kebersihan laki-laki yang masuk ke toilet wanita tanpa mengetuk atau memastikan terlebih dahulu apakah di dalam ada pengguna perempuan.

Menurut saya, pihak atasan perlu memberikan teguran dan menetapkan aturan yang lebih jelas. Misalnya, petugas laki-laki tidak diperbolehkan masuk ke toilet wanita, atau jika memang harus, wajib memastikan terlebih dahulu dengan mengetuk dan menunggu respon dari dalam. Akan lebih baik jika hanya petugas perempuan saja yang ditugaskan untuk area tersebut.

Memang ada beberapa petugas yang masih paham etika dan sopan santun, tetapi sayangnya tidak sedikit juga yang masuk begitu saja. Padahal, sangat mungkin di dalam ada pengguna yang sedang membuka aurat, dan hal ini tentu bisa menimbulkan ketidaknyamanan bahkan pelanggaran privasi.",jumpa tugas bersih laki laki masuk toilet wanita ketuk guna perempuan atas tegur tetap atur tugas laki laki boleh masuk toilet wanita wajib ketuk tunggu respon tugas perempuan tugas area tugas paham etika sopan santun sayang masuk guna buka aurat timbul ketidaknyamanan langgar privasi,negatif,0
Tadi belanja di sini gak terlalu ramai kayak supermarket yang lain.. Apa mungkin gara gara akhir bulan dan bukan weekand yaa... Parkiran juga luas gratis lagi... Bisa parkir dekat loby tadi.. Kesemua nya sih puas dengan pelayanan nya...,belanja ramai kayak supermarket gara gara weekand yaa parkir luas gratis parkir loby semua puas layan,positif,1
"Luas , adem , tapi ada beberapa macam produk kurang lengkap..",luas adem produk lengkap,negatif,0
"Tempatnya lumayan menarik, luas, dan point plus karna parkirannya murah😁",tempat lumayan tarik luas point plus parkir murah,positif,1
"tempat belanja yang nyaman, memiliki fasilitas yang cukup lengkap",belanja nyaman milik fasilitas lengkap,positif,1
"Swalayan dengan mini mall terintegrasi dengan rest area dan masjid, sering digunakan untuk even pameran dan seminar",swalayan mini mall integrasi rest area masjid even pamer seminar,positif,1
"murah banget bagussss, tempatnya nyaman, pelayanan ramah banget 😉😍",murah bagussss tempat nyaman layan ramah,positif,1
"Mall bersahabat harga murah, fasilitas Sangat banyak bagaikan mall mahal",mall sahabat harga murah fasilitas mall mahal,positif,1
"Suka tempatnya yg legaaa... Luas... Istri bisa bebas belanjas, suami bisa lihat2 bursa mobil second, anak2 bisa main, ortu bs jajan ngemil",suka tempat legaaa luas istri bebas belanjas suami lihat bursa mobil second anak main ortu jajan ngemil,positif,1
"Parkir mobil nyaman dan gratis. Area perbelanjaan juga cukup luas.

Protokol kesehatan diberlakukan selama pandemi, masuk ke area perbelanjaan wajib cuci tangan dan akan di ukur suhu badan.

Troli bisa dibawa sampai mobil jadi lebih nyaman dalam membawa barang belanjaan.

Suasana islami, sebelum masuk area perbelanjaan ada area yang menjual buku-buku dan busana islami.",parkir mobil nyaman gratis area belanja luas protokol sehat laku pandemi masuk area belanja wajib cuci tangan ukur suhu badan troli bawa mobil nyaman bawa barang belanja suasana islami masuk area belanja area jual buku buku busana islami,positif,1
"diskon tiap bulannya pasti ada, selalu pantengin sosmednya siii",diskon bulan pantengin sosmednya siii,positif,1
"Tempatnya bersih, luas, nyaman. Pegawainya ramah. Parkirnya tentu saja masih gratis dong 😉",tempat bersih luas nyaman pegawai ramah parkir gratis,positif,1
"tempat belanja bulanan dari jaman ibu masih punya anak 1 sampai sekarang udah punya cucu. tp kalo boleh jujur, lebih suka model penukaran poin jaman dulu, engga ada batas kadaluarsanya😭🥲 tolong dong manager goro, batas penukaran poinnya dihilangin aja atau ngga dilamain jangan satu tahun doang😭😂",belanja bulan jaman anak cucu kalo jujur suka model tukar poin jaman engga batas kadaluarsanya tolong manager goro batas tukar poin dihilangin dilamain doang,positif,1
"Selalu kesini dan ikut Pameran disini
Lengkap banget sih Masjid besar, Food court, Fresh Market, Swalayan,Tempat bermain,Semuanya ada pokonya.  Gak perlu naik turun lift udah lempeng aja kita jalan2",kesini pamer lengkap masjid food court fresh market swalayan main poko turun lift lempeng jalan,positif,1
"Tempat bagus, luas, menyediakan berbagai kebutuhan kehidupan anda..
Ada peralatan tukang, makanan pokok, baju, buah, sepatu, sabun, dan terdapat masjid di area tersebut.. mantapp... terimakasih Assalam Hypermart.. 😉",bagus luas sedia butuh hidup alat tukang makan pokok baju buah sepatu sabun masjid area mantapp terimakasih assalam hypermart,positif,1
"Harga terjangkau, ternyata jual baju dan ada tempat makan disana.",harga jangkau jual baju makan sana,positif,1
"Suka sekali kalo belanja disini, tempatnya luas, pilihannya banyak, parkirnya luas bgt dan gratisss...

Masjidnya besar, bersih, mukenanya juga bersih, tempat wudhu dan toilet nya ok.

Belanja disini murah dan bisa delivery gratis🤗🤗",suka kalo belanja tempat luas pilih parkir luas banget gratisss masjid bersih mukena bersih wudhu toilet belanja murah delivery gratis,positif,1
"Tempat belanja paling lengkap, dari kecil sering banget kesini sama keluarga. Ada food court dan tempat hiburannya juga. Sering banget main ke fun city tapi sayang ac nya ga sedingin yang di supermarket, sudah komplain ke pihak fun city tapi katanya memang ac dari gedung. Mohon untuk diperhatikan kembali mengenai kondisi ac, terlebih lagi saat weekend banyak sekali customer yang datang 🙏",belanja lengkap kesini keluarga food court hibur main fun city sayang ac sedingin supermarket komplain fun city ac gedung mohon perhati kondisi ac weekend customer,positif,1
"betah belanja disini, selain lengkap tempatnya juga nyaman",betah belanja lengkap tempat nyaman,positif,1
"Super market komplit, harga cukup, tempat luas dan nyaman.
Ada area bermain anak.
Ada food court
Masjid besar.
Parkir mobil sangat luas dan gratis !",super market komplit harga luas nyaman area main anak food court masjid parkir mobil luas gratis,positif,1
lengkap dan terjangkau. area parkir luas,lengkap jangkau area parkir luas,positif,1
"Swalayan, masjid, pasir, cuci mobil, tempat makan, bermain game dkk. recommended, parkir luas dan gratis",swalayan masjid pasir cuci mobil makan main game dkk recommended parkir luas gratis,positif,1
"Area belanja dan parkir luas, dekat masjid. Cuma kebersihan tidak masuk sangat bersih",area belanja parkir luas masjid bersih masuk bersih,positif,1
"T4nx luas,ada permainanx,t4 belanja buat keluarga,mau cari buku islami ada,baju muslim anak dan dewasa..",terima kasih luas permainanx belanja keluarga cari buku islami baju muslim anak dewasa,positif,1
Hypermarket yang adi sekitaran kartasura. Untuk beberapa item memang lebih murah. Selain itu juga tidak jarang digunakan sebagai kulakan pedagang sembako.,hypermarket adi sekitar kartasura item murah jarang kulak dagang sembako,positif,1
"Tempat belanja grosir , harga cukup murah, mayoritas muslim",belanja grosir harga murah mayoritas muslim,positif,1
"saya memilih assalam market untuk belanja kebutuhan kos saya, karena delet dan lengkap😍",pilih assalam market belanja butuh kos delet lengkap,positif,1
"Tempat belanja yg luas, parkir gratis untuk motor, parkir mobil per 1 Agustus 2023 bayar.
Wahana utk anak juga ada, Kids Fun dan Kings Fun.",belanja luas parkir gratis motor parkir mobil agustus bayar wahana anak kids fun kings fun,positif,1
"Kamis ( 5 Oktober 2023 ) Pukul 12.35
Stand Jaga timbangan buah dan sayur wanita agak gendut ( datang nimbang buah malah duduk duduk ada orang mau nimbang ga dikasih greeting atau langsung berdiri malah pembeli yang musti nunggu dia berdiri, setelah ditimbah ngasih barang juga seperti sampah diem aja tanpa ngomong apa tanpa tatapan mata ) ditambah lagi pegawai wanita yang sudah senior pakai kacamata sering bgt kalau belanja disini ga ramah sama sekali )
Saya lihat juga banyak karyawan yang jaga stand timbangan ( sayur buah dan daging ) sama semua hanya duduk duduk)
Setelah selesai bagian kasir depan juga sama judes tanpa greeting
Saya sering belanja disini tapi kalau Attitude karyawan seperti itu juga lama lama malas...",kamis oktober stand jaga timbang buah sayur wanita gendut nimbang buah duduk duduk orang nimbang kasih greeting langsung diri beli musti nunggu diri ditimbah ngasih barang sampah diem ngomong tatap mata tambah pegawai wanita senior pakai kacamata banget belanja ramah lihat karyawan jaga stand timbang sayur buah daging duduk duduk selesai kasir judes greeting belanja attitude karyawan malas,negatif,0
"Bismillah ...
Tempatnya nyaman dan luas, ada masjidnya, pokoknya islami bgt.....
Cocok buat jalan2 dan belanja....
Market barang belanjaanya kompliit, harga  pas di kantong..... Pasti juga ada banyak promo....

Jangan lupa juga mampir ya di jajanan *tahu bakso IJJO khas ungaran*
Beli banyak bisa dpt bonus...
He..he...",bismillah tempat nyaman luas masjid pokok islami banget cocok jalan belanja market barang belanjaanya kompliit harga pas kantong promosi lupa mampir ya jajan bakso ijjo khas ungar beli bonus he he,positif,1
